NU_INSCRICAO;NU_ANO;TP_FAIXA_ETARIA;TP_SEXO;TP_ESTADO_CIVIL;TP_COR_RACA;TP_NACIONALIDADE;TP_ST_CONCLUSAO;TP_ANO_CONCLUIU;TP_ESCOLA;TP_ENSINO;IN_TREINEIRO;CO_MUNICIPIO_ESC;NO_MUNICIPIO_ESC;CO_UF_ESC;SG_UF_ESC;TP_DEPENDENCIA_ADM_ESC;TP_LOCALIZACAO_ESC;TP_SIT_FUNC_ESC;CO_MUNICIPIO_PROVA;NO_MUNICIPIO_PROVA;CO_UF_PROVA;SG_UF_PROVA;TP_PRESENCA_CN;TP_PRESENCA_CH;TP_PRESENCA_LC;TP_PRESENCA_MT;CO_PROVA_CN;CO_PROVA_CH;CO_PROVA_LC;CO_PROVA_MT;NU_NOTA_CN;NU_NOTA_CH;NU_NOTA_LC;NU_NOTA_MT;TX_RESPOSTAS_CN;TX_RESPOSTAS_CH;TX_RESPOSTAS_LC;TX_RESPOSTAS_MT;TP_LINGUA;TX_GABARITO_CN;TX_GABARITO_CH;TX_GABARITO_LC;TX_GABARITO_MT;TP_STATUS_REDACAO;NU_NOTA_COMP1;NU_NOTA_COMP2;NU_NOTA_COMP3;NU_NOTA_COMP4;NU_NOTA_COMP5;NU_NOTA_REDACAO;Q001;Q002;Q003;Q004;Q005;Q006;Q007;Q008;Q009;Q010;Q011;Q012;Q013;Q014;Q015;Q016;Q017;Q018;Q019;Q020;Q021;Q022;Q023;Q024;Q025
200005725669;2020;2;F;1;3;1;2;0;2;1;0;5108402;V�rzea Grande;51;MT;2;1;1;5108402;V�rzea Grande;51;MT;1;1;1;1;598;567;577;588;467.5;518.8;541;404.6;EACBDACEAEACEBEDADEBDADBCCBDDCABDACAECDEBECAE;DABDBECEADAAECBDAABDEAECACADDDDDDDBECADBCBCBD;99999ACECEAACECEEAABDDCCDADAADDDEAAEBBCEAABCAAADED;ABEDDABDACBAEACDCEADA*DDDAEDDBAECBABADBEDBDEB;1;CEDBDDDCACCBDAEBADCBDCDXAAECEDDDECDDCBDDAEDCC;DABCBDDDAEDBECECBBEDEBDEECBCCCBACDCCADEBDECDD;AAEDCACEEECEAACBAEBBEDACDBAADADDEBBEBAAADEACAAADBB;AEBCCXCCCACCDABCCABCABCBAECEDBBDBEEEDBBACCDAC;1;100;120;120;140;120;600;C;E;C;B;6;B;B;C;C;A;B;B;B;B;A;A;A;A;B;A;B;E;A;A;A
200002317103;2020;3;M;1;2;1;1;1;1;;0;;;;;;;;2913903;Ipia�;29;BA;1;1;1;1;597;569;580;587;404.1;364.7;491.1;345.5;EACEADCCBACDBBCAACACBADEACADAAADCCADDBDACDBEA;CAAABBDBCABAABCAACBCDEAABDACCEAABBEDACEEAABDA;99999BAAACABABBACCBCCADBADEAAABCADCCABAADEAEBABCBD;BCCEDEAEDEBBDADBDBABEADDADADAADBDCEDCEADAACBD;1;DDBACBDDDECDAEDCCCEDBDDCBDDCAAECEDDACCBAEDCDX;DECCADEBDECBBECDDCBACDBDEEDABCDDAEDBECECBCCBD;DCEAAEEEACAACBBEBEBAAADBBAEBCEDBAADADDEADEBDACCAAA;DABCCAEDBBCCCABCACCBDXCCCBEEEDBBACCDACBAEBAEC;1;120;40;40;140;40;380;C;E;A;B;4;B;A;B;C;A;A;B;A;A;A;B;A;A;B;A;A;B;A;A;B
200005981242;2020;6;F;1;2;1;1;2;1;;0;;;;;;;;2910800;Feira de Santana;29;BA;0;0;0;0;;;;;;;;;;;;;1;;;;;;;;;;;;E;D;B;B;3;B;A;B;B;A;A;B;A;A;A;A;A;A;B;A;A;A;A;A;B
200006293617;2020;10;M;1;3;1;1;8;1;;0;;;;;;;;5208707;Goi�nia;52;GO;1;1;1;1;699;687;691;695;678.8;677.9;633.1;914.7;EEAAECBCCDACAEBAEBDBCCACECBDECDEBDCBAADECDECA;EAAEDABDDBDBADBCCDEBADACBBABCCBCDBABDBCBAEADB;CADDD99999AEBABBBAADBECBEACCCECEDAEDEACCADCCBDBADE;BABBDABAEEBACBACDEDCEDCACEBBADCBEABADCBADDCCE;0;DEAAECBBCDCBAEBEEBDBCCACECCDACDABDDBADDECBEBA;EAAADBBEDBDACDBCCDEBDBBCBBADCAECDBABDBCBADEDB;CADDE99999DEBBBBBAADBECBEACCBECEDAEABEECBDCCADAACA;BABBDABAEEBACBACDEDEEXCACEBBADCBEABADCBADDCCE;1;160;200;160;200;20;740;;;;;;;;;;;;;;;;;;;;;;;;;
200004043002;2020;3;M;1;2;1;2;0;3;1;0;;;;;;;;3550308;S�o Paulo;35;SP;1;1;1;1;597;569;580;587;530.9;631.1;601.8;634.6;DCCBDEBBCDDDBDCEDCADEDDCBDDECDACCDDAEBCDDDAAE;AEAAACECDACBCECDDADDCDEDAEAACCDDADDEEBEAACCBD;ACDAA99999ABECBDBCBAAADBBBEACEDAECECDEEADDBDCBBAAA;AADCCCEDADBCCEDCCCDDDBDCDBCEDBBBCCCCEBADEEDAC;0;DDBACBDDDECDAEDCCCEDBDDCBDDCAAECEDDACCBAEDCDX;DECCADEBDECBBECDDCBACDBDEEDABCDDAEDBECECBCCBD;DCEAAEEEACAACBBEBEBAAADBBAEBCEDBAADADDEADEBDACCAAA;DABCCAEDBBCCCABCACCBDXCCCBEEEDBBACCDACBAEBAEC;1;120;120;160;140;160;700;F;E;F;F;3;D;A;C;D;A;A;B;B;B;A;B;A;A;B;A;A;D;B;A;B
200004462096;2020;2;F;1;1;1;2;0;2;1;0;3513603;Cunha;35;SP;2;1;1;3518404;Guaratinguet�;35;SP;1;1;1;1;598;567;577;588;578.4;681.1;638.2;669.8;CAABECCCBCDBEDECEDCBDAEDAEBCADEBDCDDEEEBCEDEB;DDCCBDEDADDACCECACEDEADEECDCBCDACDECADEBDECDD;99999ACEEEABDBCBBEDBEDACDBAAECDDEBACBACADEDCCEADBA;ABCBDBCEADCBAACCBABCDECBABDEAADDCEEEBABACCEBE;1;CEDBDDDCACCBDAEBADCBDCDXAAECEDDDECDDCBDDAEDCC;DABCBDDDAEDBECECBBEDEBDEECBCCCBACDCCADEBDECDD;AAEDCACEEECEAACBAEBBEDACDBAADADDEBBEBAAADEACAAADBB;AEBCCXCCCACCDABCCABCABCBAECEDBBDBEEEDBBACCDAC;1;160;120;180;180;180;820;B;C;C;A;3;C;A;B;B;B;B;B;B;B;A;B;A;A;B;B;A;C;A;B;B
200003108997;2020;6;F;1;3;1;1;3;1;;0;;;;;;;;2907509;Catu;29;BA;1;1;1;1;599;568;578;590;378.2;506.2;428.9;434.7;BCEBCADEBEDDCABAEBCEDDDBEDAEBCDCBABAADEBBCEBE;ABECBEACEDDAABABEBEACDD*CBADCBDACDDEBBBDADEAB;99999CCEDABDBACBDECEDDAEAEADAEABDABCCDAADEECABCAAB;EDBCCCBBBDCECABEDDBCDBCBEECADEAECDBACCBBCDCAA;1;CBDDDDCAAECEDDCEDBDDAEDECAEDCCDDDCBDCDXBAACCB;BDECBCCDEDDAEBDCDDCBBEDABCCBACDBDEECCADEDBECE;CDEAACAEEEBEBADADAAAAACBAEBDEADACDBBDBACECAAADEBBE;CABCAACCACDABEEEBAECXCCCEEDBACCDBCCABBCCBDDBB;1;80;120;100;100;120;520;C;C;B;B;1;B;A;B;C;A;A;B;A;A;A;A;A;A;B;A;A;B;A;A;A
200003155995;2020;8;F;1;1;1;1;5;1;;0;;;;;;;;3101904;Alpin�polis;31;MG;1;1;1;1;599;568;578;590;512.6;512;568.7;504.3;EADBECBACECCDBEAEADACCBDEDECACDDCDECAADEBAEBA;BCDDEECAACCACBDCDDABDEADACDADBDACCABEBACADBCE;CCBAD99999AEBBADDCCACACBAEAEEDDBEDBDAACCACEDADEBBD;CDDBEBBACCEACBBEBBBECCCBDCCACEDEBCAEACBAAEBDD;0;CBDDDDCAAECEDDCEDBDDAEDECAEDCCDDDCBDCDXBAACCB;BDECBCCDEDDAEBDCDDCBBEDABCCBACDBDEECCADEDBECE;CDEAACAEEEBEBADADAAAAACBAEBDEADACDBBDBACECAAADEBBE;CABCAACCACDABEEEBAECXCCCEEDBACCDBCCABBCCBDDBB;1;160;120;120;120;120;640;C;C;A;A;5;C;A;B;C;B;B;B;A;B;A;A;A;A;B;B;A;D;A;A;B
200006077840;2020;3;F;1;3;1;3;0;1;;1;;;;;;;;4303509;Camaqu�;43;RS;1;1;1;1;598;567;577;588;447.3;565;557.3;359.4;CAEBCCEDBCBDEDCCDDABDAEACEBBEDDCBDECEAACEBDAB;BDAABDDBAA.BCEEEBABBEBDCAADCACDDDDCAEAAADDCDD;DEDBC99999CCAB*BBECBDDCBDCAACBDDDDAEBAEADCABBCADBC;DBACDBCEAEBBBBCBBBAACADACCADCEEABCAEADCECCCBE;0;CEDBDDDCACCBDAEBADCBDCDXAAECEDDDECDDCBDDAEDCC;DABCBDDDAEDBECECBBEDEBDEECBCCCBACDCCADEBDECDD;AAEDCACEEECEAACBAEBBEDACDBAADADDEBBEBAAADEACAAADBB;AEBCCXCCCACCDABCCABCABCBAECEDBBDBEEEDBBACCDAC;1;140;120;120;100;120;600;E;D;D;D;3;D;A;B;C;B;A;B;B;A;B;B;A;A;B;A;A;C;B;B;B
200002727241;2020;4;M;1;2;1;2;0;2;1;0;3302007;Itagua�;33;RJ;1;1;1;3302007;Itagua�;33;RJ;1;1;1;1;597;569;580;587;606.3;659.8;607.1;743;DDBACEDBDECEAEBDBEACADDDEBDAECACEDBAECDBCDBDE;DECAABEBDECBAECDDCBDCDEDEEEDBCDDAEDBECEDBDACE;ECDAA99999DABCBEBEDAAADBDAEACEDAECECDDEADECDBEACDA;BADCEBEDABCCCABEDEABDECCABEEECABACEDBBBAEBAEC;0;DDBACBDDDECDAEDCCCEDBDDCBDDCAAECEDDACCBAEDCDX;DECCADEBDECBBECDDCBACDBDEEDABCDDAEDBECECBCCBD;DCEAAEEEACAACBBEBEBAAADBBAEBCEDBAADADDEADEBDACCAAA;DABCCAEDBBCCCABCACCBDXCCCBEEEDBBACCDACBAEBAEC;1;160;200;160;200;200;920;E;E;C;C;4;F;A;B;C;B;A;B;B;B;B;B;A;B;C;B;B;D;A;C;B
200006056099;2020;7;M;1;3;1;1;2;1;;0;;;;;;;;2507705;Juazeirinho;25;PB;0;0;0;0;;;;;;;;;;;;;1;;;;;;;;;;;;A;B;A;A;3;B;A;B;D;A;A;B;A;A;A;A;A;A;B;A;A;D;A;A;B
200002968438;2020;1;M;1;2;1;2;0;2;1;0;5300108;Bras�lia;53;DF;2;1;1;5300108;Bras�lia;53;DF;0;0;0;0;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
200006009679;2020;8;M;1;3;1;1;6;1;;0;;;;;;;;3133303;Itaobim;31;MG;1;1;1;1;597;569;580;587;567.7;611.2;619;637.8;DDEDECCCABCEAACCBDEEEDDABAACABDCCDCAEBEBEDABC;DECEEBEBDAEECECCDADECDBBAADDBCADABDEEEBCBCABD;99999ECADCAAEBBDCCBADADBCAEECDDDEADADDEDDDBDCCBAEA;CAACBBECADBAAEEDBCEBDEBCECCEEBABBACEDACAEBDDC;1;DDBACBDDDECDAEDCCCEDBDDCBDDCAAECEDDACCBAEDCDX;DECCADEBDECBBECDDCBACDBDEEDABCDDAEDBECECBCCBD;DCEAAEEEACAACBBEBEBAAADBBAEBCEDBAADADDEADEBDACCAAA;DABCCAEDBBCCCABCACCBDXCCCBEEEDBBACCDACBAEBAEC;1;160;200;160;180;160;860;B;D;C;A;4;C;A;B;C;B;A;B;B;A;A;B;A;A;B;A;A;D;A;B;B
200005909927;2020;11;F;2;0;1;1;0;1;;0;;;;;;;;1501402;Bel�m;15;PA;0;0;0;0;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
200004954618;2020;2;M;1;3;1;2;0;2;1;0;;;;;;;;2929255;S�o Gabriel;29;BA;1;1;1;1;599;568;578;590;477.7;589.8;536.7;516.7;AAECAADAAECDCECBEBDAADBBADDDDEEDEAEDAEAAEECCC;ABCCACCBEDAABBDCCDEACEEDECCBDADBDCDDEAABDAECE;DCDED99999AEBDEEDADADACBEEAACBDADDBDDAAAAADCADECBC;BEEACBDCCECAAABEBDBEABCCEBDCECADBDBAEDCAEEEDB;0;CBDDDDCAAECEDDCEDBDDAEDECAEDCCDDDCBDCDXBAACCB;BDECBCCDEDDAEBDCDDCBBEDABCCBACDBDEECCADEDBECE;CDEAACAEEEBEBADADAAAAACBAEBDEADACDBBDBACECAAADEBBE;CABCAACCACDABEEEBAECXCCCEEDBACCDBCCABBCCBDDBB;1;120;120;120;140;120;620;C;E;C;B;2;B;A;B;C;A;A;B;B;A;A;A;A;A;B;A;A;C;A;B;B
200002347958;2020;1;M;1;3;1;3;0;1;;1;;;;;;;;5208707;Goi�nia;52;GO;1;1;1;1;598;567;577;588;484.1;699.2;638.1;671.5;CACECCDABCEDECEEDDADDABCDBADADACDCCDBDCECACDB;DABCBDDCADDCEEECBBADEDDEECACABBACDCCADBBDECDD;AADDE99999CECACEAEBBDDCDDAACDADDDBBCBAAADAACCDADBB;AEBAEECCADCACABCBBBCABBBDCCEDCAEBDCEAABCDCDAB;0;CEDBDDDCACCBDAEBADCBDCDXAAECEDDDECDDCBDDAEDCC;DABCBDDDAEDBECECBBEDEBDEECBCCCBACDCCADEBDECDD;AAEDCACEEECEAACBAEBBEDACDBAADADDEBBEBAAADEACAAADBB;AEBCCXCCCACCDABCCABCABCBAECEDBBDBEEEDBBACCDAC;1;120;140;140;160;120;680;E;E;D;B;5;B;A;C;D;B;B;B;A;B;A;B;A;A;B;A;A;E;A;D;B
200004311829;2020;3;F;1;2;1;2;0;2;1;0;;;;;;;;3128006;Guanh�es;31;MG;1;1;1;1;600;570;579;589;411;415.5;491.7;491.1;DACDCDBDACEBECDCADCCDCDCBABCEDBAAADCEDAEEEBEC;BADCBCEAEDDBABDABEECBEACADABBBCECECBABECADBCD;99999ACEDBDBABCBDDCEDADDDBCCEDEADCADBCADDABBEEBDCB;BBDEBDCEAEBEDEACDCABDDCABBEEABBCEABCEDADEDADA;1;DCDXDCCAEBADCBAAEACCBCEDDCBDDDAEDDCDECCEDBDDD;BDDBECECBACDBDEEBDEDDAECDDCCADECBCCCBBEDABCDE;AACDEEEECADBBCAAADBADEABEBAAADEBADADAEBDACAACBBECE;BAECDBBXCCCBDBACCDBEEEBCCAABCCACEACCEDBCABCDA;1;140;160;160;140;120;720;D;B;C;B;3;B;A;B;C;A;A;B;A;B;A;A;A;A;B;A;A;D;A;A;A
200002828590;2020;7;F;1;3;1;1;4;1;;0;;;;;;;;2709400;Vi�osa;27;AL;0;0;0;0;;;;;;;;;;;;;1;;;;;;;;;;;;A;B;A;A;4;B;A;B;C;A;B;B;A;A;A;A;A;A;B;B;A;C;A;A;B
200003227169;2020;12;M;1;3;1;1;12;1;;0;;;;;;;;1501402;Bel�m;15;PA;0;0;0;0;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
200003017142;2020;7;F;1;0;1;1;4;1;;0;;;;;;;;2406106;Jucurutu;24;RN;1;1;1;1;598;567;577;588;446.2;410.1;529.1;415.9;BACBBDADAADCADEDDCCEBACACBECCCDACCADECAAEBAAC;CEEBEEEDCCCDECBECCEAEABBABDCAADBCDBBDAACCAEAA;AADDA99999ECEBCEEEBBACAEDEAACBBDEACCBADADCDACCBDDA;DDAACAAEEABACAAAEEEEDCDBDDECDBCADACCDACCCBEAB;0;CEDBDDDCACCBDAEBADCBDCDXAAECEDDDECDDCBDDAEDCC;DABCBDDDAEDBECECBBEDEBDEECBCCCBACDCCADEBDECDD;AAEDCACEEECEAACBAEBBEDACDBAADADDEBBEBAAADEACAAADBB;AEBCCXCCCACCDABCCABCABCBAECEDBBDBEEEDBBACCDAC;1;120;40;40;120;40;360;C;E;C;B;3;C;A;B;C;A;A;B;B;A;A;A;A;A;B;A;A;D;A;A;B
200002597919;2020;3;M;1;3;1;2;0;2;1;0;;;;;;;;1502400;Castanhal;15;PA;1;1;1;1;599;568;578;590;555.8;525.5;493.4;354.4;ABDDDACABACCBDDECBDECECADBCCDCDDDDEEAAEEDACBC;EADCDAEDEEAAABACBAAECDECCAABDDDBDBACCADCBCADE;99999DCEDAAABAECDDAADEADCEAECAECCDBEACEAAEDEADDEBD;BCBEDDDAEBBBCBBDDEEEEAEBDCECCACDDDCDECEBBAACC;1;CBDDDDCAAECEDDCEDBDDAEDECAEDCCDDDCBDCDXBAACCB;BDECBCCDEDDAEBDCDDCBBEDABCCBACDBDEECCADEDBECE;CDEAACAEEEBEBADADAAAAACBAEBDEADACDBBDBACECAAADEBBE;CABCAACCACDABEEEBAECXCCCEEDBACCDBCCABBCCBDDBB;1;120;120;100;120;40;500;A;A;A;A;4;B;A;B;C;A;A;B;A;A;A;A;A;A;B;A;A;C;A;A;A
200001487841;2020;13;M;2;4;1;1;14;1;;0;;;;;;;;3522208;Itapecerica da Serra;35;SP;0;0;0;0;;;;;;;;;;;;;1;;;;;;;;;;;;B;B;B;B;3;C;A;B;C;B;A;B;A;B;A;A;A;A;A;B;A;C;A;B;B
200001051933;2020;1;F;1;3;1;3;0;1;;1;;;;;;;;2100055;A�ail�ndia;21;MA;1;1;1;1;599;568;578;590;443.9;474.4;445.2;443.9;CEBDECCDCDBECACAEEDCBDABDAACBBDCDEDDCBBEDCEBC;ACDCAAAEEDAAADDEADCADCCACCBEADAABCBBAACBACABC;ACDEC99999AECDEADEAADDBDCEBEABCBDDACDAAAABBCBAEBEA;DBAAECBABBAACDAABCAEBAECBECABEDEBDCABACDACBBA;0;CBDDDDCAAECEDDCEDBDDAEDECAEDCCDDDCBDCDXBAACCB;BDECBCCDEDDAEBDCDDCBBEDABCCBACDBDEECCADEDBECE;CDEAACAEEEBEBADADAAAAACBAEBDEADACDBBDBACECAAADEBBE;CABCAACCACDABEEEBAECXCCCEEDBACCDBCCABBCCBDDBB;1;120;40;40;120;60;380;E;E;A;A;4;B;A;B;C;A;A;B;A;A;A;A;A;A;B;A;A;B;A;A;A
200005503430;2020;2;F;1;3;1;2;0;2;1;0;;;;;;;;2800308;Aracaju;28;SE;1;1;1;1;600;570;579;589;441;376.3;481.5;408.5;DBEABABCCADCEEDBEECADDCCAABDCEAAECAADBBAABEDD;BECAACCABDDBDAADEBAADCADACAAAEDDEEADADAAAAABD;99999BAAEDDDABBCADCAEABAEBDCEDEBBEADAAEDBBEBAACBDB;BCBAEACAAEAAEADEBCBEBBADEABDABABBEBAABAABDAAA;1;DCDXDCCAEBADCBAAEACCBCEDDCBDDDAEDDCDECCEDBDDD;BDDBECECBACDBDEEBDEDDAECDDCCADECBCCCBBEDABCDE;AACDEEEECADBBCAAADBADEABEBAAADEBADADAEBDACAACBBECE;BAECDBBXCCCBDBACCDBEEEBCCAABCCACEACCEDBCABCDA;1;120;40;40;120;40;360;E;E;B;B;4;B;A;B;C;A;A;B;A;A;A;A;A;A;B;A;A;C;A;A;B
200006702266;2020;12;M;1;1;1;1;14;1;;0;;;;;;;;3538006;Pindamonhangaba;35;SP;0;0;0;0;;;;;;;;;;;;;0;;;;;;;;;;;;E;E;C;B;3;B;A;B;D;C;A;B;B;B;A;B;A;B;C;A;B;D;B;B;B
200001158719;2020;3;F;1;1;1;1;1;1;;0;;;;;;;;2308708;Morada Nova;23;CE;1;1;1;1;599;568;578;590;600.9;702.8;627.5;624.6;CCDDBDCCBCCEDDCAEBEDCEBECDECDCEDDBEDAAACCBCBB;ADECBCADEDDAABBCDDCBBADBBCCBDCDCDEBCCADEDAECE;99999AADEBBEBEDCDAEACAEAAEDDDADABDBADAACACEDADEBBE;CBBDACDCCDBAAAEEBACCAAEBEAACDDBECCCDEBADBEBDA;1;CBDDDDCAAECEDDCEDBDDAEDECAEDCCDDDCBDCDXBAACCB;BDECBCCDEDDAEBDCDDCBBEDABCCBACDBDEECCADEDBECE;CDEAACAEEEBEBADADAAAAACBAEBDEADACDBBDBACECAAADEBBE;CABCAACCACDABEEEBAECXCCCEEDBACCDBCCABBCCBDDBB;1;160;180;160;180;180;860;E;D;C;B;4;C;A;B;C;A;A;B;A;A;A;A;A;A;B;A;A;C;A;A;B
200005023391;2020;3;M;1;1;1;1;1;1;;0;;;;;;;;2409407;Pau dos Ferros;24;RN;1;1;1;1;600;570;579;589;600;605.1;581.5;591.1;DADDBCADEEADCACCAABDDCCDBCADBEBADACBDCCBDCEDD;BADEECBABACDADCEECADDAECBDA*ACCCECAAACADCCADE;AABDD99999DACCEBADBEEEEAEBADADEAEDDDBCBABCDBBBBECB;BEBCCACEEEDBDBB*DEBCCDDCCDDBBBDEEDADEAECBDBCA;0;DCDXDCCAEBADCBAAEACCBCEDDCBDDDAEDDCDECCEDBDDD;BDDBECECBACDBDEEBDEDDAECDDCCADECBCCCBBEDABCDE;AACDEEEECADBBCAAADBADEABEBAAADEBADADAEBDACAACBBECE;BAECDBBXCCCBDBACCDBEEEBCCAABCCACEACCEDBCABCDA;1;160;200;160;200;180;900;B;B;A;A;3;A;A;B;C;A;A;B;A;A;A;A;A;A;B;B;A;C;A;A;B
200003795954;2020;5;F;1;3;1;1;3;1;;0;;;;;;;;2211001;Teresina;22;PI;0;0;0;0;;;;;;;;;;;;;1;;;;;;;;;;;;H;B;F;A;3;B;A;B;C;B;B;B;A;A;A;B;A;A;B;A;A;D;A;A;B
200004401981;2020;4;F;1;2;1;2;0;2;1;0;;;;;;;;2202901;Corrente;22;PI;1;1;1;1;597;569;580;587;454.6;575.4;606.3;493.9;ECDBBDCCBDDEBDDCEBAEEADBBACCEBCCCCBBCADADDAAC;BEDDACDBCECAEBCDDADDADADCDACADEDAADEBCEEACCBE;DCDAA99999CBDBBEADBAEADBECEBACDAADEEDDEEDEBDAADABA;BACCCEADABCBDBDEBDEADEBEABECBCDCABDCBADC*BDBC;0;DDBACBDDDECDAEDCCCEDBDDCBDDCAAECEDDACCBAEDCDX;DECCADEBDECBBECDDCBACDBDEEDABCDDAEDBECECBCCBD;DCEAAEEEACAACBBEBEBAAADBBAEBCEDBAADADDEADEBDACCAAA;DABCCAEDBBCCCABCACCBDXCCCBEEEDBBACCDACBAEBAEC;1;120;120;120;120;120;600;B;D;B;B;4;B;D;B;C;A;B;B;A;A;A;A;A;A;B;B;A;E;A;A;B
200006316762;2020;5;M;1;3;1;2;0;2;;0;2311603;Reden��o;23;CE;2;1;1;2311603;Reden��o;23;CE;0;0;0;0;;;;;;;;;;;;;1;;;;;;;;;;;;C;C;B;B;4;B;A;B;C;A;A;B;A;A;A;A;A;A;B;A;A;B;A;A;A
200004206638;2020;10;M;0;3;1;1;8;1;;0;;;;;;;;1501303;Barcarena;15;PA;1;1;1;1;599;568;578;590;586.4;598.5;537.3;635.7;ACDDCDEDBACCEECADEEDBEADBEECDBDDDBBDADBBDACCD;BBCCEDEAEDAAABDCDDCBCCDCACCBDCDACAEECABDBAEED;99999DA*EABEBCEADAAADBCABEEDEBDEADBBCAEAACBBABDBED;CBDBAACDDBAAAABEACEEAECBAEBDBDBECCAEBDABBDBCB;1;CBDDDDCAAECEDDCEDBDDAEDECAEDCCDDDCBDCDXBAACCB;BDECBCCDEDDAEBDCDDCBBEDABCCBACDBDEECCADEDBECE;CDEAACAEEEBEBADADAAAAACBAEBDEADACDBBDBACECAAADEBBE;CABCAACCACDABEEEBAECXCCCEEDBACCDBCCABBCCBDDBB;1;80;120;140;140;80;560;E;E;C;B;2;B;A;B;B;A;B;B;A;A;A;A;A;A;B;A;A;C;A;A;B
200001456152;2020;9;M;1;3;1;1;7;1;;0;;;;;;;;3131307;Ipatinga;31;MG;0;0;0;0;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
200005300966;2020;4;M;1;2;1;2;0;2;1;0;2202000;Buriti dos Lopes;22;PI;2;1;1;2202000;Buriti dos Lopes;22;PI;1;1;1;1;600;570;579;589;422.7;456;521.9;373;AADACEBECDAEBAEEEBCEDADACABCDDABAADCECBAEADCD;BBDAEBEDADDBAACEBADAAADBABCABAAEAEBAADAABABBE;99999EEEDADBDCBABCBADEBADCEAABEAADADAEDAAEADDAACAA;BBAECDDEBDAAEBBEEEDCCBCDEADCCDEEAEBBBBABACABB;1;DCDXDCCAEBADCBAAEACCBCEDDCBDDDAEDDCDECCEDBDDD;BDDBECECBACDBDEEBDEDDAECDDCCADECBCCCBBEDABCDE;AACDEEEECADBBCAAADBADEABEBAAADEBADADAEBDACAACBBECE;BAECDBBXCCCBDBACCDBEEEBCCAABCCACEACCEDBCABCDA;1;100;40;40;120;40;340;B;B;A;B;5;B;B;B;B;A;A;B;A;A;A;A;A;A;A;A;A;B;A;A;A
200001208156;2020;9;F;1;3;1;1;5;1;;0;;;;;;;;3523107;Itaquaquecetuba;35;SP;0;0;0;0;;;;;;;;;;;;;1;;;;;;;;;;;;E;E;B;B;3;B;A;B;C;A;A;B;A;A;A;A;A;A;B;A;A;B;A;A;A
200002712965;2020;4;F;1;3;1;1;2;1;;0;;;;;;;;2606200;Goiana;26;PE;1;1;1;1;598;567;577;588;460.6;361.5;477.3;438.2;CECBDEABCEBCECEDDBBADCDACBDAABAEEDDAACDBEECCB;DEAACDDBDDBCBAECEDAACCCBBDBDBDBEDAEACCBCEEBAA;DECBC99999CADBDEAEBBAEBDEAAAEDDDEABCCCCEDEBCCDCABC;DADBCDBAEABAEADDCAEBCDDBABEACCCECCABBBCCDEEEC;0;CEDBDDDCACCBDAEBADCBDCDXAAECEDDDECDDCBDDAEDCC;DABCBDDDAEDBECECBBEDEBDEECBCCCBACDCCADEBDECDD;AAEDCACEEECEAACBAEBBEDACDBAADADDEBBEBAAADEACAAADBB;AEBCCXCCCACCDABCCABCABCBAECEDBBDBEEEDBBACCDAC;1;100;120;100;80;40;440;B;C;A;A;6;A;A;B;D;B;B;B;A;A;A;A;A;A;B;B;B;E;A;B;B
200006635187;2020;3;F;1;3;1;2;0;2;1;0;3106200;Belo Horizonte;31;MG;2;1;1;3106200;Belo Horizonte;31;MG;1;1;1;1;699;687;691;695;519.8;550.6;579.5;648.6;EDDAEBDECADECDEEABDDBBACEACCDEACEDCBDBEEACECC;EAACBCCDABCACEABABBBBABCBBBDEADADEEBDDBBACADC;CABDC99999DEBBBEBADDBDCCEAAAEADEDAACEECEDDBCADBCCB;CDEEEDBAEABDCBDBDADEACAEDEABDCBDCACBDADADBCCE;0;DEAAECBBCDCBAEBEEBDBCCACECCDACDABDDBADDECBEBA;EAAADBBEDBDACDBCCDEBDBBCBBADCAECDBABDBCBADEDB;CADDE99999DEBBBBBAADBECBEACCBECEDAEABEECBDCCADAACA;BABBDABAEEBACBACDEDEEXCACEBBADCBEABADCBADDCCE;1;120;180;120;120;100;640;;;;;;;;;;;;;;;;;;;;;;;;;
